,id,combined_features,popularity,vote_average,points,release_date
3942,49010,hobo with a shotgun female nudity prostitute shotgun pimp underwear rutger hauer gregory smith robb wells brian downey molly dunsworth action comedy thriller jason eisener 2011 film films movies movie actor actress director,16.900433,5.7,20326.1507691,2011-05-06
797,24438,did you hear about the morgans? witness protection comedy duringcreditsstinger hugh grant sarah jessica parker mary steenburgen sam elliott natalia klimas comedy marc lawrence 2009 film films movies movie actor actress director,14.403696,5.1,20274.6424896,2009-12-17
599,10592,hart's war black people world war ii prisoners of war u.s. army war bruce willis colin farrell terrence howard marcel iure\u0219 cole hauser drama war gregory hoblit 2002 film films movies movie actor actress director,14.244518,5.9,20254.280144199998,2002-02-15
1309,10833,heartbreakers cons and scams sigourney weaver jennifer love hewitt gene hackman ray liotta jason lee crime comedy romance david mirkin 2001 film films movies movie actor actress director,13.932203,5.7,20171.0435034,2001-03-23
829,11353,bowfinger film producer film director movie studio hollywood filmmaking steve martin eddie murphy heather graham christine baranski jamie kennedy comedy frank oz 1999 film films movies movie actor actress director,13.191829,6.0,20104.347396,1999-08-12
753,5820,the sentinel usa president agent michael douglas kiefer sutherland eva longoria martin donovan kim basinger action thriller crime clark johnson 2006 film films movies movie actor actress director,15.352807,5.8,20035.413135,2006-04-19
2360,146227,getaway  ethan hawke selena gomez jon voight paul freeman bruce payne action crime courtney solomon 2013 film films movies movie actor actress director,16.520516,4.9,19913.829986400004,2013-08-29
487,8870,red planet mars future astronaut science catastrophe val kilmer carrie-anne moss benjamin bratt tom sizemore simon baker thriller action science fiction antony hoffman 2000 film films movies movie actor actress director,13.800656,5.4,19897.785820800003,2000-11-10
1221,10537,the doors hippie poetry sex rock and roll nudity val kilmer meg ryan kyle maclachlan frank whaley kevin dillon drama music oliver stone 1991 film films movies movie actor actress director,10.794175,6.7,19888.2674375,1991-03-01
2620,133694,promised land small town campaign salesman farmland natural gas matt damon john krasinski frances mcdormand rosemarie dewitt lucas black drama gus van sant 2012 film films movies movie actor actress director,13.568302,6.0,19782.584315999997,2012-09-23
2701,1440,little children skateboarding mother american football adultery wife husband relationship kate winslet patrick wilson jennifer connelly jackie earle haley noah emmerich romance drama todd field 2006 film films movies movie actor actress director,11.942862,6.9,19777.379472,2006-10-06
3717,36419,after.life wheelchair nightmare funeral injection crying liam neeson justin long christina ricci josh charles chandler canterbury drama horror mystery thriller agnieszka wojtowicz-vosloo 2010 film films movies movie actor actress director,14.570359,5.4,19748.6645886,2010-04-09
2676,9877,urban legend college murder urban legend slasher killer alicia witt jared leto rebecca gayheart michael rosenbaum loretta devine horror thriller jamie blanks 1998 film films movies movie actor actress director,12.159009,5.6,19746.230615999997,1998-09-25
3069,256924,danny collins rock star middle age al pacino annette bening jennifer garner bobby cannavale christopher plummer comedy drama music dan fogelman 2015 film films movies movie actor actress director,16.318607999999998,6.6,19709.614742399994,2015-03-19
1782,951,kindergarten cop crime fighter cook drug dealer dying and death kindergarten arnold schwarzenegger penelope ann miller pamela reed linda hunt richard tyson comedy ivan reitman 1990 film films movies movie actor actress director,5.411154,5.8,19709.5873296,1990-12-21
2244,77948,the cold light of day kidnapping spying government henry cavill ver\u00f3nica echegui sigourney weaver bruce willis caroline goodall action thriller mabrouk el mechri 2012 film films movies movie actor actress director,15.131867000000002,4.8,19683.5325936,2012-04-04
2207,17134,12 rounds police cops cat and mouse family revenge drama john cena aidan gillen ashley scott steve harris brian j. white action adventure drama thriller renny harlin 2009 film films movies movie actor actress director,15.66135,5.7,19639.3329,2009-03-19
3998,9730,friday the 13th: the final chapter lake resurrection morgue serial killer jason vorhees kimberly beck erich anderson corey feldman barbara howard crispin glover horror thriller joseph zito 1984 film films movies movie actor actress director,14.013414,5.9,19594.9567962,1984-04-13
2332,5279,gosford park servant money shooting party helen mirren clive owen maggie smith geraldine somerville jeremy northam drama mystery thriller robert altman 2001 film films movies movie actor actress director,11.693272,6.8,19560.5054016,2001-11-07
944,66,absolute power corruption assassination washington d.c. rape white house clint eastwood gene hackman ed harris scott glenn laura linney crime drama thriller clint eastwood 1997 film films movies movie actor actress director,13.576765,6.4,19376.759008,1997-02-14
3390,44835,hesher loss of mother clerk grocery loss of relative loss of wife joseph gordon-levitt natalie portman rainn wilson audrey wasilewski frank collison drama spencer susser 2010 film films movies movie actor actress director,13.635828,6.7,19368.3300912,2010-01-22
4485,7859,half nelson date ex-girlfriend bicycle crack independent film ryan gosling jeff lima shareeka epps nathan corbett tyra kwao-vovo drama ryan fleck 2006 film films movies movie actor actress director,12.378031,6.5,19309.72836,2006-08-11
2023,11090,the animal dream employee car crash scientist police officer rob schneider colleen haskell john c. mcginley ed asner guy torry action comedy luke greenfield 2001 film films movies movie actor actress director,13.786075,4.6,19278.447279999997,2001-06-01
483,9562,timeline professor time travel quantum mechanics hundred years' war excavation paul walker frances o'connor gerard butler billy connolly david thewlis action adventure science fiction richard donner 2003 film films movies movie actor actress director,11.22268,5.4,19271.586096000003,2003-11-26
1209,11975,the rainmaker jurors proof court case leukemia lawyer matt damon danny devito jon voight claire danes mary kay place drama crime thriller francis ford coppola 1997 film films movies movie actor actress director,12.229516,6.7,19255.372942,1997-11-18
3092,41479,the joneses independent film duringcreditsstinger david duchovny demi moore amber heard benjamin hollingsworth lauren hutton comedy drama derrick borte 2009 film films movies movie actor actress director,14.979375,6.1,19188.579374999998,2009-09-13
991,38363,fair game cia nuclear scientist iraq politician duringcreditsstinger naomi watts sean penn ty burrell brooke smith bruce mcgill drama thriller doug liman 2010 film films movies movie actor actress director,12.54949,6.5,19169.345975,2010-05-20
804,10589,after the sunset bahamas master thief crook couple pierce brosnan salma hayek woody harrelson troy garity russell hornsby action comedy crime drama brett ratner 2004 film films movies movie actor actress director,14.113066,6.0,19137.317496,2004-11-12
1391,2959,license to wed new love ten commandments bride bridegroom marriage robin williams mandy moore john krasinski eric christian olsen christine taylor comedy ken kwapis 2007 film films movies movie actor actress director,14.503568,5.2,19080.894060799998,2007-07-04
2538,18736,the lizzie mcguire movie  hilary duff adam lamberg hallie todd robert carradine jake thomas family comedy jim fall 2003 film films movies movie actor actress director,11.927667,5.7,19036.556532000002,2003-04-25
2929,10156,history of the world: part i moses roman empire musical stone age music mel brooks dom deluise madeline kahn harvey korman cloris leachman comedy mel brooks 1981 film films movies movie actor actress director,14.282314,6.5,18938.348363999998,1981-06-12
2046,5550,robocop 3 cyborg dystopia police sequel cyberpunk robert john burke nancy allen mario machado jodi long john posey action adventure crime science fiction thriller fred dekker 1993 film films movies movie actor actress director,14.725467000000002,4.2,18863.323227000004,1993-04-17
841,10586,the ghost and the darkness africa lion bridge based on true story kenya michael douglas val kilmer tom wilkinson john kani emily mortimer adventure stephen hopkins 1996 film films movies movie actor actress director,12.46525,6.4,18827.513600000002,1996-10-11
1308,1957,enough waitress wife husband relationship violent husband self-defense violence against women jennifer lopez billy campbell juliette lewis dan futterman fred ward drama thriller michael apted 2002 film films movies movie actor actress director,11.500783,6.2,18824.4816144,2002-05-24
4075,11624,everything you always wanted to know about sex *but were afraid to ask transsexuality perversity sperm orgasm sodomy woody allen john carradine lou jacobi louise lasser anthony quayle comedy woody allen 1972 film films movies movie actor actress director,13.223111,6.6,18763.594509,1972-08-06
1735,10016,ghosts of mars climbing up a wall hung upside down flashback within a flashback cavern battering natasha henstridge ice cube jason statham clea duvall pam grier action horror science fiction john carpenter 2001 film films movies movie actor actress director,13.145205,4.8,18676.707264,2001-08-24
826,8984,disclosure employee workplace sexual harassment intrigue michael douglas demi moore donald sutherland dylan baker jacqueline kim drama thriller crime mystery romance barry levinson 1994 film films movies movie actor actress director,15.064058,5.9,18664.367862000003,1994-12-09
1036,10684,courage under fire gulf war pilot u.s. army praise rescue mission denzel washington meg ryan lou diamond phillips matt damon michael moriarty drama thriller mystery war edward zwick 1996 film films movies movie actor actress director,12.971122,6.2,18657.6618848,1996-07-04
596,8427,i spy budapest kidnapping boxer secret agent liberation of hostage eddie murphy owen wilson famke janssen keith dallas malcolm mcdowell action adventure comedy thriller betty thomas 2002 film films movies movie actor actress director,13.267631,5.2,18558.7622428,2002-10-31
660,11983,proof of life hostage new love suspense agent meg ryan russell crowe david morse pamela reed david caruso action adventure drama romance thriller taylor hackford 2000 film films movies movie actor actress director,14.866901,6.0,18553.892448000002,2000-12-08
618,9824,mystery men bowling hostage sphinx training insane asylum ben stiller geoffrey rush claire forlani william h. macy hank azaria adventure fantasy action comedy science fiction kinka usher 1999 film films movies movie actor actress director,12.948627,5.7,18451.793475000002,1999-08-06
948,10393,the replacements american football strike sport coach misfit keanu reeves gene hackman brooke langton orlando jones faizon love comedy howard deutch 2000 film films movies movie actor actress director,14.837288,6.1,18373.013730399998,2000-08-07
2566,23706,all about steve blind date eccentric aftercreditsstinger crossword puzzle mine shaft sandra bullock thomas haden church bradley cooper ken jeong dj qualls comedy phil traill 2009 film films movies movie actor actress director,13.237835,4.7,18354.258227500002,2009-09-04
2608,7874,"black snake moan southern usa blues military service independent film samuel l. jackson christina ricci justin timberlake s. epatha merkerson john cothran, jr. drama craig brewer 2006 film films movies movie actor actress director",11.429607,6.6,18330.8037066,2006-12-08
1251,10802,showgirls dancing female nudity go-go dancer spanner seduction elizabeth berkley kyle maclachlan gina gershon glenn plummer robert davi drama paul verhoeven 1995 film films movies movie actor actress director,14.513305,4.9,18205.489792000004,1995-09-22
676,12160,wyatt earp gunslinger gambling sheriff deputy sheriff wretch kevin costner dennis quaid gene hackman david andrews linden ashby drama action western lawrence kasdan 1994 film films movies movie actor actress director,13.859307,6.5,18197.270091,1994-06-24
2629,38031,you will meet a tall dark stranger  gemma jones anthony hopkins naomi watts josh brolin antonio banderas comedy drama romance woody allen 2010 film films movies movie actor actress director,12.4654,5.8,18147.129320000004,2010-05-23
2361,68924,the ice storm based on novel 1970s thanksgiving dysfunctional family independent film kevin kline joan allen sigourney weaver henry czerny tobey maguire drama ang lee 1997 film films movies movie actor actress director,14.916264000000002,6.9,18114.311001600003,1997-09-27
2512,12154,three men and a baby baby roommate bachelor party windeln tom selleck steve guttenberg ted danson nancy travis margaret colin family comedy drama leonard nimoy 1987 film films movies movie actor actress director,12.335827,5.8,18101.5925398,1987-11-27
3631,1024,heavenly creatures mother sex secret obsession literature melanie lynskey kate winslet sarah peirse simon o'connor diana kent drama fantasy peter jackson 1994 film films movies movie actor actress director,8.753409,7.0,18014.515722,1994-09-02
485,9447,babe: pig in the city piggy bank shortage of money pig farm piglet james cromwell mary stein mickey rooney magda szubanski e.g. daily adventure comedy drama family fantasy george miller 1998 film films movies movie actor actress director,11.356079,5.2,18010.741294,1998-11-25
2884,844,2046 free love hotel lovesickness sexuality kung fu tony leung chiu-wai zhang ziyi faye wong takuya kimura gong li fantasy drama science fiction romance wong kar-wai 2004 film films movies movie actor actress director,12.664787,6.9,18001.7282418,2004-05-20
4518,2056,the station agent train station new jersey small person friendship newfoundland peter dinklage patricia clarkson bobby cannavale michelle williams raven goodwin drama comedy tom mccarthy 2003 film films movies movie actor actress director,11.578545,7.4,17993.058930000003,2003-01-26
2037,82650,diary of a wimpy kid: dog days best friend sweet sixteen duringcreditsstinger zachary gordon robert capron devon bostick rachael harris steve zahn comedy family david bowers 2012 film films movies movie actor actress director,13.410919,6.0,17943.809622,2012-08-02
4248,104755,the lords of salem witch coven salem massachusetts satanic sheri moon zombie bruce davison jeff daniel phillips judy geeson meg foster horror thriller rob zombie 2012 film films movies movie actor actress director,14.504326,5.1,17901.2391492,2012-09-10
584,10395,wolf adultery heal bite werewolf jack nicholson christopher plummer james spader michelle pfeiffer kate nelligan fantasy mike nichols 1994 film films movies movie actor actress director,13.758526000000002,6.0,17831.049696000002,1994-06-17
1413,8090,untraceable suicide fbi kidnapping snuff sadism diane lane billy burke colin hanks joseph cross mary beth hurt drama gregory hoblit 2008 film films movies movie actor actress director,12.677505,5.9,17801.752521000002,2008-01-22
1693,11249,seed of chucky baby puppet filmdreh murder killer doll brad dourif jennifer tilly billy boyd redman hannah spearritt drama horror comedy don mancini 2004 film films movies movie actor actress director,12.653831,4.9,17795.0825353,2004-11-11
1086,20856,aliens in the attic alien comedy duringcreditsstinger beforecreditsstinger live action and animation carter jenkins austin butler kevin nealon robert hoffman doris roberts adventure comedy family fantasy science fiction john schultz 2009 film films movies movie actor actress director,13.707183,5.3,17726.1290556,2009-07-31
1279,9978,stormbreaker england secret intelligence service child hero wretch teen spy alex pettyfer sarah bolger ewan mcgregor robbie coltrane stephen fry adventure action family geoffrey sax 2006 film films movies movie actor actress director,16.282962,5.1,17688.1816206,2006-07-21
2138,1710,copycat police brutality psychology police operation police protection serial killer sigourney weaver holly hunter will patton william mcnamara harry connick jr. drama thriller jon amiel 1995 film films movies movie actor actress director,14.211699,6.4,17645.2454784,1995-10-27
2978,10890,stripes date ex-girlfriend u.s. army military spoof bill murray harold ramis warren oates p.j. soles sean young action comedy ivan reitman 1981 film films movies movie actor actress director,10.892398,6.5,17629.346163000002,1981-06-25
2551,24150,halloween ii nurse shotgun nudity therapist book scout taylor-compton sheri moon zombie tyler mane chase wright vanek brad dourif horror rob zombie 2009 film films movies movie actor actress director,12.929525,5.1,17606.134192499998,2009-08-28
1793,1901,in good company midlife crisis daughter bad boss topher grace scarlett johansson dennis quaid marg helgenberger david paymer comedy drama romance paul weitz 2004 film films movies movie actor actress director,15.376391,5.9,17599.817138600003,2004-12-29
1868,10623,cradle 2 the grave robbery diamant intelligence bank robber thief jet li dmx kelly hu anthony anderson tom arnold action crime drama andrzej bartkowiak 2003 film films movies movie actor actress director,12.837116,5.8,17571.4443808,2003-02-28
1415,3604,flash gordon emperor solar eclipse prince tv duel fighter sam j. jones melody anderson max von sydow chaim topol ornella muti science fiction mike hodges 1980 film films movies movie actor actress director,12.343507,6.1,17543.8264991,1980-09-01
1834,88042,parental guidance  billy crystal bette midler marisa tomei tom everett scott bailee madison comedy andy fickman 2012 film films movies movie actor actress director,14.604910999999998,5.7,17482.078466999996,2012-12-25
1087,5955,the pledge promise murder drawing porcupine pledge jack nicholson aaron eckhart helen mirren robin wright vanessa redgrave crime drama mystery thriller sean penn 2001 film films movies movie actor actress director,12.495436,6.5,17462.371809999997,2001-01-09
2195,4597,armored robbery homeless person bank armored car truck columbus short laurence fishburne skeet ulrich amaury nolasco matt dillon action crime drama thriller nimr\u00f3d antal 2009 film films movies movie actor actress director,15.21229,5.5,17402.85976,2009-12-04
594,3132,bad company ambush cia assassin nightclub hustler anthony hopkins chris rock peter stormare gabriel macht kerry washington action adventure comedy thriller joel schumacher 2002 film films movies movie actor actress director,14.086292000000002,5.4,17343.042710400005,2002-06-07
1953,38543,ironclad ambush hero fight castle battlefield james purefoy kate mara jason flemyng paul giamatti brian cox romance adventure action history jonathan english 2011 film films movies movie actor actress director,12.31708,6.2,17335.058392000003,2011-03-03
1445,22787,whiteout airplane based on comic book corpse stich kate beckinsale gabriel macht tom skerritt columbus short shawn doyle action crime mystery thriller dominic sena 2009 film films movies movie actor actress director,14.818718,5.3,17278.625188,2009-09-09
4234,10972,session 9 schizophrenia lunatic asylum psychology relation coin peter mullan david caruso stephen gevedon josh lucas brendan sexton iii horror mystery brad anderson 2001 film films movies movie actor actress director,11.064228,6.2,17218.151613600003,2001-08-10
2832,9030,the eye sister sister relationship blindness and impaired vision eye operation eyesight dying and death jessica alba alessandro nivola parker posey rade serbedzija fernanda romero drama horror thriller david moreau 2008 film films movies movie actor actress director,11.135734,5.5,17210.276897,2008-02-01
679,9072,little man baby adoption married couple small person criminal marlon wayans shawn wayans kerry washington john witherspoon tracy morgan comedy crime keenen ivory wayans 2006 film films movies movie actor actress director,12.421504,5.3,17182.666483200002,2006-08-31
1426,14175,valiant animation animal 3d ewan mcgregor ricky gervais tim curry jim broadbent hugh laurie animation family adventure gary chapman 2005 film films movies movie actor actress director,14.051851999999998,5.2,17171.363144,2005-03-25
3776,89708,samsara eating around the world fast motion scene balance skyline marcos luna putu dinda pratika puti sri candra dewi ni made megahadi pratiwi drama documentary ron fricke 2011 film films movies movie actor actress director,12.781973,8.0,17076.715928,2011-09-16
3455,10160,a nightmare on elm street 5: the dream child nun baby monster asylum nightmare robert englund lisa wilcox erika anderson valorie armstrong michael ashton horror thriller stephen hopkins 1989 film films movies movie actor actress director,12.654051,5.5,17051.333722500003,1989-08-11
3438,5708,control manchester city medicine new love epilepsy wife sam riley samantha morton alexandra maria lara joe anderson james anthony pearson drama anton corbijn 2007 film films movies movie actor actress director,11.357474,7.5,17036.211,2007-09-26
1799,2057,original sin women sex cuba eroticism lover (female) angelina jolie antonio banderas gregory itzin jack thompson allison mackie drama thriller mystery romance michael cristofer 2001 film films movies movie actor actress director,14.831402,5.8,17032.382056799997,2001-08-03
3726,11826,sexy beast spain sex nudity psychopath murder ray winstone ben kingsley ian mcshane amanda redman james fox crime drama thriller jonathan glazer 2000 film films movies movie actor actress director,11.21273,7.0,17032.136870000002,2000-09-13
4473,58428,the innkeepers anti terror terror beer supernatural towel sara paxton pat healy kelly mcgillis george riddle lena dunham horror thriller ti west 2011 film films movies movie actor actress director,14.386807,5.4,17013.8379582,2011-12-01
1754,10188,the sisterhood of the traveling pants 2 female friendship best friend summer vacation woman director young adult alexis bledel amber tamblyn america ferrera blake lively rachel nichols adventure comedy drama family sanaa hamri 2008 film films movies movie actor actress director,11.870301,6.0,16950.789828,2008-08-06
799,35791,resident evil: afterlife post-apocalyptic dystopia undead biohazard evil corporation milla jovovich wentworth miller ali larter kim coates kacey clarke action adventure horror science fiction paul w.s. anderson 2010 film films movies movie actor actress director,2.143764,5.8,16947.3119256,2010-09-09
1592,4105,black rain japan yakuza japanese mafia michael douglas andy garc\u00eda kate capshaw shigeru k\u00f4yama john spencer action thriller crime ridley scott 1989 film films movies movie actor actress director,11.19602,6.2,16867.923732000003,1989-09-22
2452,11093,house of sand and fog san francisco immigrant house intimidation iranian jennifer connelly ben kingsley ron eldard frances fisher kim dickens drama vadim perelman 2003 film films movies movie actor actress director,12.102725,7.0,16859.095925,2003-12-19
1848,10923,agent cody banks spy cia killer robot delinquent teen spy frankie muniz hilary duff angie harmon keith david cynthia stevenson action harald zwart 2003 film films movies movie actor actress director,11.859396,5.0,16840.34232,2003-03-14
536,1439,anna and the king civil war father son relationship east india trading company traitor death penalty jodie foster chow yun-fat bai ling tom felton randall duk kim drama history romance andy tennant 1999 film films movies movie actor actress director,13.327372,6.4,16803.150617600004,1999-12-16
2243,3902,i'm not there. rock and roll music style success john f. kennedy advancement cate blanchett heath ledger julianne moore ben whishaw charlotte gainsbourg drama music todd haynes 2007 film films movies movie actor actress director,13.032308,6.6,16772.580396,2007-10-01
2502,185567,zulu  orlando bloom forest whitaker conrad kemp inge beckmann tinarie van wyk-loots crime drama thriller j\u00e9r\u00f4me salle 2013 film films movies movie actor actress director,14.529496,6.7,16743.7911904,2013-12-04
3427,10514,the andromeda strain nasa new mexico biological weapon epilepsy secret lab arthur hill david wayne james olson kate reid paula kelly science fiction thriller robert wise 1971 film films movies movie actor actress director,12.524953,7.0,16658.18749,1971-03-12
2319,10402,deuce bigalow: male gigolo fish aquarium carnival house callboy rob schneider william forsythe eddie griffin arija bareikis oded fehr comedy mike mitchell 1999 film films movies movie actor actress director,9.832326,5.5,16655.960244,1999-12-10
317,76758,the flowers of war forced prostitution child rape christian bale ni ni tong dawei zhang xinyi shigeo kobayashi drama history war zhang yimou 2011 film films movies movie actor actress director,12.516546,7.1,16618.218124199997,2011-12-15
3733,3040,night watch witch subway fight airplane owl konstantin khabenskiy vladimir menshov galina tyunina mariya poroshina zhanna friske fantasy action thriller timur bekmambetov 2004 film films movies movie actor actress director,12.540624,6.3,16591.245551999997,2004-06-27
1509,157841,the young and prodigious t.s. spivet train cartographer kyle catlett helena bonham carter judy davis callum keith rennie niamh wilson adventure drama family jean-pierre jeunet 2013 film films movies movie actor actress director,10.651202,6.7,16556.2283888,2013-10-16
1133,2749,15 minutes new york female nudity prison prostitute rape robert de niro charlize theron edward burns kelsey grammer avery brooks action crime thriller john herzfeld 2001 film films movies movie actor actress director,15.205371,5.7,16554.0874077,2001-03-01
1825,12589,jimmy neutron: boy genius showdown gi villain genius alien debi derryberry megan cavanagh mark decarlo jeffrey garcia patrick stewart action adventure animation comedy family john a. davis 2001 film films movies movie actor actress director,12.739721,5.6,16480.1030856,2001-12-21
1290,256040,baahubali: the beginning kingdom war bollywood medieval india ancient india prabhas rana daggubati tamanna bhatia anushka shetty ramya krishnan action adventure war history s.s. rajamouli 2015 film films movies movie actor actress director,16.254032000000002,7.5,16457.207400000003,2015-07-10
4270,309,the celebration suicide father son relationship child abuse sexual abuse depression ulrich thomsen henning moritzen thomas bo larsen paprika steen birthe neumann drama thomas vinterberg 1998 film films movies movie actor actress director,10.240917,7.7,16322.9976063,1998-05-20
3189,293670,the wailing sex small town exorcism investigation daughter kwak do-won hwang jung-min chun woo-hee jun kunimura kim hwan-hee horror mystery na hong-jin 2016 film films movies movie actor actress director,9.05029,7.2,16290.522000000003,2016-05-12
3136,15067,"the good, the bad, the weird gunslinger gun song kang-ho lee byung-hun jung woo-sung yoon je-moon song young-chang action adventure comedy western kim jee-woon 2008 film films movies movie actor actress director",11.847324,7.1,16234.388077200001,2008-07-16
1749,5125,rendition anti terror terror cia loss of son police brutality omar metwally reese witherspoon jake gyllenhaal moa khouas zineb oukach drama thriller gavin hood 2007 film films movies movie actor actress director,12.741073,6.2,16193.903783000002,2007-09-07
1644,13150,pride and glory megacity brother-in-law police edward norton jon voight colin farrell noah emmerich jennifer ehle thriller crime drama gavin o'connor 2008 film films movies movie actor actress director,10.703602,6.3,16183.846223999999,2008-09-09
2736,11967,young guns corruption sheriff deputy sheriff ranch billy the kid emilio estevez kiefer sutherland lou diamond phillips charlie sheen dermot mulroney crime action adventure drama western christopher cain 1988 film films movies movie actor actress director,9.499325,6.6,16175.45061,1988-08-12
655,1880,red dawn guerrilla colorado invasion anti-communism near future patrick swayze c. thomas howell lea thompson darren dalton charlie sheen action thriller john milius 1984 film films movies movie actor actress director,11.743085,6.4,16158.484960000003,1984-08-10
4099,7873,harsh times watching a movie playing pool vinegar christian bale freddy rodr\u00edguez eva longoria chaka forman tammy trull crime drama thriller action david ayer 2005 film films movies movie actor actress director,12.999023,6.3,16133.087445299998,2005-09-11
3320,12569,extract infidelity con man thief independent film business jason bateman mila kunis kristen wiig ben affleck j.k. simmons comedy mike judge 2009 film films movies movie actor actress director,14.652342,5.7,16035.523084800001,2009-09-03
541,9425,soldier space marine dystopia alien planet genetic engineering kurt russell jason scott lee jason isaacs connie nielsen sean pertwee action war science fiction paul w.s. anderson 1998 film films movies movie actor actress director,11.873856,6.1,16007.145273599997,1998-10-23
3876,8841,the class paris socially deprived family literature illegal immigration immigrant fran\u00e7ois b\u00e9gaudeau franck ke\u00efta esmeralda ouertani rachel regulier wei huang drama laurent cantet 2008 film films movies movie actor actress director,13.437038,6.8,15898.703361599999,2008-09-24
1757,9825,lake placid diving sheriff lake crocodile deputy bill pullman bridget fonda oliver platt brendan gleeson betty white horror comedy action science fiction thriller steve miner 1999 film films movies movie actor actress director,11.678561,5.5,15865.325118499999,1999-07-15
4347,76487,the devil inside rome exorcism death demonic possession found footage fernanda andrade simon quarterman evan helmuth ionut grama suzan crowley thriller horror william brent bell 2012 film films movies movie actor actress director,13.152822,4.6,15851.7810744,2012-01-06
2233,256962,little boy japanese world war ii spirituality jakob salvati emily watson cary-hiroyuki tagawa michael rapaport david henrie comedy drama war alejandro monteverde 2015 film films movies movie actor actress director,12.232048,7.0,15840.50216,2015-04-23
1073,8987,the river wild river robber boston bank robber marriage crisis meryl streep david strathairn kevin bacon benjamin bratt john c. reilly action adventure crime thriller curtis hanson 1994 film films movies movie actor actress director,12.362876,6.1,15836.844156,1994-09-30
2834,8386,how high carpet pimp harvard university joint cannabis method man redman obba babatund\u00e9 mike epps anna maria horsford comedy jesse dylan 2001 film films movies movie actor actress director,11.510281,6.3,15808.219925400002,2001-12-21
393,10481,102 dalmatians london england prison release from prison women's prison society for the prevention of cruelty to animals glenn close ioan gruffudd alice evans tim mcinnerny g\u00e9rard depardieu comedy family kevin lima 2000 film films movies movie actor actress director,9.895061,5.1,15795.4858743,2000-10-07
1127,11560,high crimes based on novel witness village court love ashley judd morgan freeman jim caviezel amanda peet adam scott drama mystery thriller crime carl franklin 2002 film films movies movie actor actress director,14.046705,6.1,15766.021692,2002-04-03
3988,13025,diary of the dead zombie found footage michelle morgan joshua close shawn roberts amy lalonde joe dinicol horror action science fiction george a. romero 2007 film films movies movie actor actress director,15.351412,5.4,15750.548712,2007-09-08
4176,1705,battle for the planet of the apes post-apocalyptic dystopia ape roddy mcdowall natalie trundy austin stoker severn darden claude akins action science fiction j. lee thompson 1973 film films movies movie actor actress director,13.315383,5.5,15745.4403975,1973-06-15
2263,10353,the visitors ii: the corridors of time mephisto french revolution time travel leap in time knight christian clavier jean reno marie-anne chazel christian bujeau muriel robin comedy fantasy jean-marie poir\u00e9 1998 film films movies movie actor actress director,12.283025,5.8,15744.381445,1998-02-11
3914,821,judgment at nuremberg judge concentration camp world war ii nazis court case spencer tracy burt lancaster richard widmark marlene dietrich maximilian schell drama history stanley kramer 1961 film films movies movie actor actress director,13.338539,7.6,15712.798942,1961-12-01
2286,11377,house on haunted hill lunatic asylum aftercreditsstinger geoffrey rush famke janssen taye diggs peter gallagher chris kattan horror mystery thriller william malone 1999 film films movies movie actor actress director,13.664614000000002,5.5,15707.473793000003,1999-10-29
798,116741,the internship job interview loss of job intern reference to google new job owen wilson vince vaughn rose byrne max minghella aasif mandvi comedy shawn levy 2013 film films movies movie actor actress director,1.551497,6.1,15691.530358599999,2013-06-07
2097,11637,are we there yet? car journey macho road trip children pretty woman ice cube nia long aleisha allen philip bolden jay mohr adventure comedy family romance brian levant 2005 film films movies movie actor actress director,13.590677,5.2,15618.406008400001,2005-01-20
751,16558,duplicity spy clive owen julia roberts paul giamatti tom wilkinson lisa roberts gillan romance comedy crime tony gilroy 2009 film films movies movie actor actress director,13.630049,5.7,15615.9471393,2009-03-19
4015,468,my own private idaho individual gay father son relationship rome robbery river phoenix keanu reeves james russo william richert rodney harvey drama romance gus van sant 1991 film films movies movie actor actress director,10.363642,7.1,15599.3539384,1991-10-17
2213,2639,deconstructing harry new york writer's block insanity independent film author woody allen kirstie alley billy crystal judy davis caroline aaron comedy drama woody allen 1997 film films movies movie actor actress director,11.352693,7.3,15497.5612143,1997-08-26
3937,10683,happiness rape sister sister relationship lover (female) pedophilia sister jane adams jon lovitz philip seymour hoffman dylan baker evan silverberg comedy drama todd solondz 1998 film films movies movie actor actress director,10.757539,7.4,15443.5229884,1998-10-16
736,3512,under siege 2: dark territory terrorist pentagon satellite navy seal train steven seagal eric bogosian everett mcgill katherine heigl morris chestnut action thriller geoff murphy 1995 film films movies movie actor actress director,13.080725,5.6,15382.932599999996,1995-07-13
4472,74725,kill list hotel wife husband relationship hitman infection forest neil maskell myanna buring harry simpson michael smiley struan rodger horror thriller crime ben wheatley 2011 film films movies movie actor actress director,12.203041,6.0,15375.831660000002,2011-09-02
2904,236751,heaven is for real based on novel faith based on true events greg kinnear kelly reilly connor corum thomas haden church jon ted wynne drama randall wallace 2014 film films movies movie actor actress director,11.150261,6.0,15320.458614000001,2014-04-16
936,12103,don't say a word cemetery diamant suspense psychiatrist killer michael douglas sean bean brittany murphy skye mccole bartusiak guy torry thriller gary fleder 2001 film films movies movie actor actress director,11.596207,6.0,15306.99324,2001-09-28
3425,9430,go ecstasy drug dealing drug reference to family circus high sarah polley katie holmes jay mohr timothy olyphant william fichtner crime comedy thriller doug liman 1999 film films movies movie actor actress director,11.142389,7.0,15287.357708000001,1999-04-09
